          s         mph       hp
          26.33     63.11     11.40     
          N/A       63.12     N/A       
          N/A       63.13     N/A       
          26.34     63.14     11.37     
          26.35     63.15     11.36     
          N/A       63.16     N/A       
          N/A       63.17     N/A       
          26.36     63.18     11.33     
          26.37     63.19     11.32     
          N/A       63.20     N/A       
          N/A       63.21     N/A       
          26.38     63.22     11.29     
          26.39     63.23     11.28     
          N/A       63.24     N/A       
          N/A       63.25     N/A       
          26.40     63.26     11.25     
          26.41     63.27     11.24     
          N/A       63.28     N/A       
          26.42     63.29     11.22     
          26.43     63.30     11.22     
          N/A       63.31     N/A       
          N/A       63.32     N/A       
          26.44     63.33     11.20     
          26.45     63.34     11.20     
          N/A       63.35     N/A       
          N/A       63.36     N/A       
          26.46     63.37     11.19     
          26.47     63.38     11.18     
          N/A       63.39     N/A       
          N/A       63.40     N/A       
          26.48     63.41     11.18     
          26.49     63.42     11.18     
          N/A       63.43     N/A       
          N/A       63.44     N/A       
          26.50     63.45     11.17     
          26.51     63.46     11.17     
          N/A       63.47     N/A       
          N/A       63.48     N/A       
          26.52     63.49     11.17     
          26.53     63.50     11.17     
          N/A       63.51     N/A       
          N/A       63.52     N/A       
          26.54     63.53     11.16     
          26.55     63.54     11.15     
          N/A       63.55     N/A       
          N/A       63.56     N/A       
          26.56     63.57     11.14     
          26.57     63.58     11.13     
          N/A       63.59     N/A       
          26.58     63.60     11.12     
          26.59     63.61     11.12     
          N/A       63.62     N/A       
          N/A       63.63     N/A       
          26.60     63.64     11.09     
          26.61     63.65     11.09     
          N/A       63.66     N/A       
          N/A       63.67     N/A       
          26.62     63.68     11.07     
          26.63     63.69     11.06     
          N/A       63.70     N/A       
          N/A       63.71     N/A       
          26.64     63.72     11.04     
          26.65     63.73     11.03     
          N/A       63.74     N/A       
          N/A       63.75     N/A       
          26.66     63.76     11.01     
          26.67     63.77     11.00     
          N/A       63.78     N/A       
          26.68     63.79     10.99     
          26.69     63.80     10.99     
          N/A       63.81     N/A       
          N/A       63.82     N/A       
          26.70     63.83     10.97     
          26.71     63.84     10.96     
          N/A       63.85     N/A       
          N/A       63.86     N/A       
          26.72     63.87     10.94     
          26.73     63.88     10.93     
          N/A       63.89     N/A       
          N/A       63.90     N/A       
          26.74     63.91     10.91     
          26.75     63.92     10.90     
          N/A       63.93     N/A       
          26.76     63.94     10.88     
          26.77     63.95     10.87     
          N/A       63.96     N/A       
          N/A       63.97     N/A       
          26.78     63.98     10.84     
          26.79     63.99     10.83     
          N/A       64.00     N/A       
          N/A       64.01     N/A       
          26.80     64.02     10.80     
          26.81     64.03     10.79     
          N/A       64.04     N/A       
          N/A       64.05     N/A       
          26.83     64.06     10.75     
          26.83     64.07     10.74     
          N/A       64.08     N/A       
          26.84     64.09     10.72     
